id,segment,segment_name,age,income,time_scarcity,fashion_interest,price_sensitivity,platform_preference,wtp_subscription,wtp_per_outfit,wtp_bundle_10
busy_professional_100,busy_professional,Busy Professional,37,84632.04353412658,9.694608144544489,5.662337872138696,0.3670613607609984,LinkedIn,124.83789524734398,16.612287773343247,116.28601441340271
busy_professional_101,busy_professional,Busy Professional,29,46920.97823820598,10.0,6.450705681589975,0.4256821240553751,LinkedIn,104.08259770530864,14.543681481658538,101.80577037160977
busy_professional_102,busy_professional,Busy Professional,38,94164.9561524212,7.090180320508967,5.383359699195967,0.4881572956222096,LinkedIn,82.61285688152026,12.300605637191927,86.10423946034348
busy_professional_103,busy_professional,Busy Professional,30,86092.56670210684,10.0,6.091257647875662,0.7705919951077803,LinkedIn,61.3317043963909,8.215731913438011,57.51012339406608
busy_professional_104,busy_professional,Busy Professional,30,64612.52316778778,7.661461760149215,4.2790933569209715,0.6616934352173414,LinkedIn,57.38137489870802,7.940234416304675,55.58164091413272
busy_professional_105,busy_professional,Busy Professional,29,75633.4667910964,7.27198452202213,5.249714179735732,0.6452780512992062,LinkedIn,61.115154471357336,9.030314829768901,63.2122038083823
busy_professional_106,busy_professional,Busy Professional,36,88062.63745848798,10.0,5.545130824581215,0.48808417075667015,LinkedIn,95.29549969988336,12.408453552282777,86.85917486597944
busy_professional_107,busy_professional,Busy Professional,28,106283.85661501274,7.569454416196672,5.1163053932908245,0.8159008803099708,LinkedIn,50.89895182297555,7.258490388160877,50.809432717126136
busy_professional_108,busy_professional,Busy Professional,35,144353.5435850149,8.03391360307421,5.2481709807737476,0.3,LinkedIn,147.73053036465092,20.473386325073097,143.31370427551167
busy_professional_109,busy_professional,Busy Professional,40,95005.47426017595,7.323232159280046,6.566192389519675,0.8302130113340608,LinkedIn,51.55173893423008,7.990015440553505,55.93010808387453
busy_professional_110,busy_professional,Busy Professional,39,81802.06021298084,7.066689339099361,4.072264415690913,0.7406927271734446,LinkedIn,50.63114631443766,7.089945970953667,49.629621796675664
busy_professional_111,busy_professional,Busy Professional,36,65722.836487389,9.364261899206651,7.427519737541698,0.744667231739271,LinkedIn,62.401349606378176,9.229903501597112,64.60932451117979
busy_professional_112,busy_professional,Busy Professional,33,65669.37573867943,7.973816132240697,6.2618672790373155,0.882112824474216,LinkedIn,47.355891543637945,7.1148556599910115,49.80398961993707
busy_professional_113,busy_professional,Busy Professional,31,118577.47045269325,6.538514397724364,9.087989942532518,0.5751966542222843,LinkedIn,80.67098449689348,14.099252983341382,98.69477088338967
busy_professional_114,busy_professional,Busy Professional,33,123078.10193174143,9.308365065526989,4.755304614808252,0.6619322643832783,LinkedIn,68.78679984431328,8.759825946452501,61.3187816251675
busy_professional_115,busy_professional,Busy Professional,36,102786.35662987067,8.065933079300963,4.301756976578982,0.8190802271420846,LinkedIn,50.19446887231075,6.682236643288088,46.77565650301661
busy_professional_116,busy_professional,Busy Professional,38,85692.27329040533,8.691048217805735,5.566292592687628,0.6523013265231883,LinkedIn,66.82577672400164,9.280626173528754,64.96438321470127
busy_professional_117,busy_professional,Busy Professional,33,79844.02602610334,5.083074373284164,6.956981045373977,0.7290408120570916,LinkedIn,51.81145963205143,9.247589578849189,64.73312705194431
busy_professional_118,busy_professional,Busy Professional,33,84780.2360924161,9.177116797971248,6.979021944586908,0.8133511853837652,LinkedIn,57.58602077727831,8.344675729625608,58.412730107379254
busy_professional_119,busy_professional,Busy Professional,29,136083.01224205765,10.0,7.1196145684660195,0.5476530168544361,LinkedIn,94.29019605769308,13.019726714455077,91.13808700118554
busy_professional_120,busy_professional,Busy Professional,33,101014.55017372879,7.277823808014554,8.216376397737124,0.7531910538708865,LinkedIn,60.69834743343924,10.013895011833162,70.09726508283212
busy_professional_121,busy_professional,Busy Professional,33,56521.456785252936,8.901613998554891,9.34053290818686,0.3777988780089557,LinkedIn,125.89181894292143,20.518707254303212,143.63095078012248
busy_professional_122,busy_professional,Busy Professional,28,66300.75025433775,5.2917995277860275,8.396409788211535,1.096798425536987,LinkedIn,36.08850720446942,6.723779389552465,47.06645572686725
busy_professional_123,busy_professional,Busy Professional,29,110157.32023036102,7.6346621957152765,7.0028305344781705,0.47405862906847634,LinkedIn,94.86105339619101,14.655294316621394,102.58706021634976
busy_professional_124,busy_professional,Busy Professional,28,83208.14908606408,6.96427222076642,7.5460876082141874,0.7929033210485698,LinkedIn,54.12824043284222,8.91997480945338,62.43982366617366
busy_professional_125,busy_professional,Busy Professional,28,96287.89855047424,9.465703902556477,6.820753964969341,0.671095182929219,LinkedIn,71.42527633696135,10.09582246679546,70.6707572675682
busy_professional_126,busy_professional,Busy Professional,38,87164.7446868225,8.26648414691188,7.4013384739917685,0.7508841686602425,LinkedIn,60.8911868644942,9.354490062307441,65.48143043615208
busy_professional_127,busy_professional,Busy Professional,35,98297.92230547115,9.544526689978731,6.619349674293229,0.7950987282898349,LinkedIn,60.23761522695907,8.40165669636554,58.81159687455878
busy_professional_128,busy_professional,Busy Professional,32,98587.07882409444,10.0,3.350272137991347,0.7721556849346857,LinkedIn,56.42107734180472,6.411697710840774,44.881883975885415
busy_professional_129,busy_professional,Busy Professional,40,127732.31236824054,9.737350279193102,8.126853584373114,0.6203253219646102,LinkedIn,84.41926174257298,12.31427564955664,86.19992954689647
busy_professional_130,busy_professional,Busy Professional,30,102698.10917424186,10.0,8.397659450744433,0.3840958485374812,LinkedIn,135.53903336343672,19.914012893090096,139.39809025163066
busy_professional_131,busy_professional,Busy Professional,28,79020.53334924579,9.734657463617511,7.070892983778253,0.7191240891778784,LinkedIn,66.41907957783603,9.449351887427344,66.1454632119914
busy_professional_132,busy_professional,Busy Professional,30,27773.468576675066,10.0,7.457666471623858,0.5238272711023478,LinkedIn,81.41714918477702,12.18952446706734,85.32667126947138
busy_professional_133,busy_professional,Busy Professional,37,93462.41018736035,7.877068129148798,6.759338239327541,1.1541385715608792,LinkedIn,38.31943551449004,5.827981460637507,40.79587022446255
busy_professional_134,busy_professional,Busy Professional,34,105703.83725975263,10.0,5.403769160792854,0.7775689763060932,LinkedIn,60.84349802024675,7.809782749250996,54.66847924475697
busy_professional_135,busy_professional,Busy Professional,31,122744.28281149059,9.103051720070383,5.582967919472454,0.8658277369170536,LinkedIn,53.64331535925572,7.210736801811493,50.47515761268045
busy_professional_136,busy_professional,Busy Professional,33,28879.927307317266,9.513713095066121,8.708637937311767,0.513272378147415,LinkedIn,85.1844933703582,13.64519836899668,95.51638858297675
busy_professional_137,busy_professional,Busy Professional,40,59534.51379738782,10.0,7.6971015151348965,0.6052822438045782,LinkedIn,78.64774529928935,11.486167360724703,80.40317152507292
busy_professional_138,busy_professional,Busy Professional,38,119647.58303227747,10.0,4.041338304685778,0.7561928641836398,LinkedIn,60.47391601677527,7.142581981939972,49.9980738735798
busy_professional_139,busy_professional,Busy Professional,32,55555.361462691166,7.479607619209138,3.9846488615978517,0.5789873848016193,LinkedIn,62.91929335888978,8.701416120099086,60.90991284069359
busy_professional_140,busy_professional,Busy Professional,38,91999.2156579955,6.811766429052435,8.934902375540192,0.7258442363950455,LinkedIn,62.499085328800184,10.832831752523242,75.82982226766269
busy_professional_141,busy_professional,Busy Professional,35,129554.09046340197,9.385411928592681,6.260233244379526,0.7884233330626945,LinkedIn,61.53429368991067,8.418135090332347,58.92694563232643
busy_professional_142,busy_professional,Busy Professional,37,69933.80486736711,10.0,5.247097338747028,0.6009221514137506,LinkedIn,74.46013173070102,9.630928326097377,67.41649828268163
busy_professional_143,busy_professional,Busy Professional,31,86393.12280721737,10.0,3.9690424443422168,1.0059100638921228,LinkedIn,43.613857036839555,5.190618234604608,36.33432764223225
busy_professional_144,busy_professional,Busy Professional,36,65087.426033560325,9.49116284758321,6.570382632254768,0.9637677242181542,LinkedIn,47.04877188187158,6.670856568868003,46.69599598207601
busy_professional_145,busy_professional,Busy Professional,30,106306.1622257567,5.018893939032804,5.724144514264336,0.8256280026961338,LinkedIn,44.727716420802864,7.5653219763819735,52.957253834673814
busy_professional_146,busy_professional,Busy Professional,29,106013.18125628891,8.442262419970389,5.467824129017654,0.7165311918890063,LinkedIn,61.4228470476845,8.524695488460514,59.6728684192236
busy_professional_147,busy_professional,Busy Professional,38,78856.4233978514,8.090914645378495,2.763736028470114,0.6891410266964375,LinkedIn,54.305973105671576,6.610074448774416,46.2705211414209
busy_professional_148,busy_professional,Busy Professional,35,110970.65362779822,7.452675957526972,4.911715807029895,0.5558735529393632,LinkedIn,74.01776525874773,10.494586567233316,73.4621059706332
busy_professional_149,busy_professional,Busy Professional,29,59570.19573636523,9.275003962972184,5.041067315009681,0.6670928683900608,LinkedIn,63.0342243639796,8.401395371033203,58.809767597232415
busy_professional_150,busy_professional,Busy Professional,40,70542.15192681747,7.13416323289018,4.954962422824406,0.37760776406998303,LinkedIn,101.55131532050245,14.93940300461125,104.57582103227875
busy_professional_151,busy_professional,Busy Professional,30,89952.11901919638,8.283459382114087,5.311605591743716,0.5906282117519215,LinkedIn,72.05750297730827,10.064361037449883,70.45052726214918
busy_professional_152,busy_professional,Busy Professional,40,112152.63816924139,7.908126522645108,4.019117136661727,0.8401884522892153,LinkedIn,48.46879939697894,6.380793199422828,44.66555239595979
busy_professional_153,busy_professional,Busy Professional,30,119714.5567260072,4.510972964425941,3.5059480140972683,0.4518719844624858,LinkedIn,72.1701238348935,11.316075852083856,79.21253096458699
busy_professional_154,busy_professional,Busy Professional,33,76086.69775139808,8.857444393182172,5.318737158269171,0.6556955806630566,LinkedIn,65.455629849873,8.945847996324213,62.620935974269486
busy_professional_155,busy_professional,Busy Professional,30,49812.20763205447,7.333274968613687,4.6673089854410055,1.0504540886847245,LinkedIn,34.8892322225431,5.075815576240459,35.53070903368321
busy_professional_156,busy_professional,Busy Professional,34,78579.5743018567,10.0,4.052971643762698,0.7681976704554268,LinkedIn,56.62489908944939,6.80015799796549,47.60110598575843
busy_professional_157,busy_professional,Busy Professional,34,87468.64444093336,8.304482281019189,6.600573023304759,0.4893482558710007,LinkedIn,91.00763141451637,13.500267271119196,94.50187089783437
busy_professional_158,busy_professional,Busy Professional,35,78991.86504604663,7.937768788675604,6.85315196184419,0.788852662297208,LinkedIn,55.279586381308015,8.4703466050403,59.29242623528209
busy_professional_159,busy_professional,Busy Professional,38,78104.76085995021,6.913703122849986,5.275876494116685,0.6485755457505563,LinkedIn,59.94110676918604,9.02957330576236,63.20701314033652
